media,str_date,reprint,scores
21世纪经济报道,20191219,0,0
澎湃,20191220,0,0
第一财经,20191219,0,0
新闻晨报,20191220,0,2
第一财经,20191219,0,0
第一财经,20191219,0,0
第一财经,20191219,0,0
21世纪经济报道,20191220,7,0
21世纪经济报道,20191219,0,0
21世纪经济报道,20191219,0,0
中国网,20191220,0,0
中国网,20191220,3,2
21世纪经济报道,20191219,0,0
中国网,20191220,2,2
21世纪经济报道,20191219,0,0
21世纪经济报道,20191219,0,0
新闻晨报,20191220,0,0
21世纪经济报道,20191219,0,0
中国网,20191220,1,2
21世纪经济报道,20191220,5,0
新闻晨报,20191220,0,0
新闻晨报,20191220,1,0
21世纪经济报道,20191220,7,0
上海证券报,20191220,13,0
新闻晨报,20191220,0,0
上海证券报,20191220,16,0
上海证券报,20191220,1,0
新浪,20191220,2,2
中国网,20191220,5,0
新闻晨报,20191220,0,0
财联社,20191220,0,0
电鳗快报,20191220,0,2
和讯网,20191220,1,2
和讯网,20191220,1,2
第一财经,20191220,0,0
新浪,20191220,0,2
新浪,20191220,0,2
新浪,20191220,0,2
全景网,20191220,0,2
新浪,20191220,0,2
第一财经,20191220,0,0
新浪,20191220,2,2
新浪,20191220,0,2
21世纪经济报道,20191220,0,0
华夏时报,20191220,2,0
中国证券报,20191220,3,2
国际金融报,20191220,2,0
财联社,20191220,0,0
财联社,20191220,0,0
金融投资报,20191220,2,2
财联社,20191220,0,0
财联社,20191220,0,0
第一财经,20191220,4,0
第一财经,20191220,0,0
中国基金报,20191220,0,0
21世纪经济报道,20191220,1,0
澎湃,20191220,0,0
第一财经,20191220,0,0
上海证券报,20191220,1,2
上海证券报,20191220,0,0
上海证券报,20191220,0,0
第一财经,20191220,0,0
新京报,20191220,0,0
新浪,20191220,0,2
中华工商时报,20191220,0,0
中国基金报,20191220,1,2
中华工商时报,20191220,0,0
经济观察报,20191220,0,0
中国证券报,20191220,1,2
财经网,20191220,0,0
经济观察报,20191220,4,0
新浪,20191220,0,2
财联社,20191220,6,2
财联社,20191220,0,0
全景网,20191220,1,2
中国证券报,20191220,2,2
新京报,20191220,0,0
中国证券报,20191220,3,0
澎湃,20191220,0,0
新浪,20191220,1,-2
新京报,20191220,0,0
新浪,20191220,0,0
新浪,20191220,1,0
证券日报,20191220,1,2
新浪,20191220,0,2
华夏时报,20191220,0,2
新浪,20191220,1,-2
蓝鲸,20191220,6,-2
证券日报,20191220,1,2
金融投资报,20191220,2,0
中国证券报,20191220,3,2
澎湃,20191220,0,0
澎湃,20191220,0,0
蓝鲸,20191220,3,0
中国经营报,20191221,0,0
国际金融报,20191221,3,2
中国经济网,20191220,1,2
财联社,20191220,2,0
上海证券报,20191221,0,0
新京报,20191221,0,0
澎湃,20191221,2,0
澎湃,20191221,0,0
中国经营报,20191221,1,2
上海证券报,20191221,0,0
证券日报,20191221,5,0
投资快报,20191221,1,0
上海证券报,20191221,0,0
上海证券报,20191221,0,0
中国基金报,20191221,0,0
国际金融报,20191221,3,-2
投资快报,20191221,0,0
投资快报,20191221,0,0
澎湃,20191221,0,0
全景网,20191222,1,2
新浪,20191222,0,2
新京报,20191222,0,0
财联社,20191222,0,0
财联社,20191221,0,0
财联社,20191221,0,0
财联社,20191222,0,0
中国证券报,20191221,1,2
中国证券报,20191221,0,0
中国证券报,20191222,3,0
中国经营报,20191221,0,0
中国证券报,20191222,0,0
中国证券报,20191222,3,0
中国证券报,20191222,4,0
中国经营报,20191221,0,0
中国证券报,20191222,0,0
中国经营报,20191221,0,0
中国证券报,20191222,0,0
中国证券报,20191222,0,0
中国证券报,20191221,0,0
中国经营报,20191221,2,0
中国经营报,20191221,0,0
中国证券报,20191221,0,0
腾讯,20191222,0,0
腾讯财经,20191221,1,0
国际金融报,20191221,5,0
国际金融报,20191222,12,0
第一财经,20191221,0,0
第一财经,20191221,3,0
21世纪经济报道,20191221,0,0
投资快报,20191221,0,0
投资快报,20191221,0,0
华夏时报,20191222,1,2
投资快报,20191221,0,0
华夏时报,20191222,0,2
北京商报,20191222,3,0
21世纪经济报道,20191221,0,0
北京商报,20191222,1,0
澎湃,20191222,0,0
北京商报,20191222,0,0
21世纪经济报道,20191221,0,0
澎湃,20191222,0,0
澎湃,20191222,0,0
21世纪经济报道,20191222,0,0
财联社,20191222,0,0
财联社,20191222,0,0
财联社,20191222,1,0
澎湃,20191222,0,0
经济观察报,20191222,0,0
中国证券报,20191222,0,0
第一财经,20191222,0,0
每日经济新闻,20191222,10,0
新京报,20191222,0,0
财联社,20191222,0,0
第一财经,20191222,0,0
第一财经,20191222,1,0
第一财经,20191222,0,0
投资快报,20191223,0,0
投资快报,20191223,0,0
第一财经,20191222,1,0
新京报,20191222,0,0
投资快报,20191223,0,0
投资快报,20191223,0,0
投资快报,20191223,0,0
投资快报,20191223,0,0
第一财经,20191222,0,0
投资快报,20191223,0,0
投资快报,20191223,0,0
证券日报,20191223,3,2
投资快报,20191223,0,0
北京商报,20191220,0,0
中国基金报,20191223,8,2
中国基金报,20191223,3,2
中国基金报,20191223,11,-1
中国基金报,20191223,9,2
中国基金报,20191223,3,2
中国基金报,20191223,2,0
中国基金报,20191223,10,0
中国基金报,20191223,0,0
中国基金报,20191223,0,0
中国基金报,20191223,0,0
中国基金报,20191223,0,0
中国基金报,20191223,0,0
中国基金报,20191223,0,0
中国基金报,20191223,0,0
中国基金报,20191223,4,2
中国基金报,20191223,4,0
中国基金报,20191223,5,2
中国基金报,20191223,0,0
中国基金报,20191223,1,0
中国基金报,20191223,0,0
新浪,20191223,0,2
新浪,20191223,1,2
上海证券报,20191223,0,0
上海证券报,20191223,1,2
上海证券报,20191223,0,2
上海证券报,20191223,4,0
上海证券报,20191223,1,2
上海证券报,20191223,0,0
中国证券报,20191220,2,2
上海证券报,20191223,1,0
中国证券报,20191223,0,0
中国基金报,20191223,8,2
中国基金报,20191223,0,0
上海证券报,20191223,0,0
中华工商时报,20191223,0,0
中华工商时报,20191223,0,0
上海证券报,20191223,0,0
中国基金报,20191223,4,2
新浪,20191223,0,2
中国基金报,20191223,0,0
新浪,20191223,1,0
电鳗快报,20191223,2,2
中国证券报,20191223,7,0
电鳗快报,20191223,4,0
澎湃,20191223,0,0
上海证券报,20191223,2,0
界面,20191223,0,0
中国证券报,20191223,2,2
财联社,20191223,0,0
财联社,20191223,0,0
中国网,20191223,0,2
财联社,20191223,0,0
证券市场红周刊,20191223,0,0
上海证券报,20191223,0,0
上海证券报,20191223,7,0
上海证券报,20191223,6,2
上海证券报,20191223,6,0
新浪,20191223,0,0
上海证券报,20191223,4,2
中国经济网,20191223,1,-1
上海证券报,20191223,8,0
上海证券报,20191223,0,0
新浪,20191222,0,0
新京报,20191223,1,0
上海证券报,20191223,3,2
上海证券报,20191223,0,2
上海证券报,20191223,0,0
上海证券报,20191223,10,0
上海证券报,20191223,0,0
新浪,20191223,0,0
中国网,20191223,0,2
财联社,20191223,0,0
上海证券报,20191223,9,2
上海证券报,20191223,2,2
上海证券报,20191223,0,0
财联社,20191223,0,0
金融投资报,20191223,0,0
经济观察报,20191223,1,0
证券市场红周刊,20191223,0,0
腾讯,20191223,0,0
和讯网,20191223,1,2
和讯网,20191223,0,2
中国证券报,20191223,0,0
21世纪经济报道,20191223,0,0
21世纪经济报道,20191223,0,0
21世纪经济报道,20191223,0,0
21世纪经济报道,20191223,0,0
第一财经,20191223,0,0
证券时报,20191223,2,2
上海证券报,20191223,0,0
和讯网,20191223,1,2
金融界,20191223,0,-1
澎湃,20191223,0,0
财联社,20191223,0,0
财联社,20191223,0,0
财新网,20191223,0,0
新浪,20191223,0,2
新浪,20191223,0,2
新浪,20191223,0,0
新浪,20191223,0,2
新京报,20191223,0,0
中国基金报,20191223,0,0
上海证券报,20191223,1,2
中国基金报,20191223,0,0
上海证券报,20191223,0,0
中国经济网,20191223,0,2
腾讯财经,20191223,0,0
中国证券报,20191223,3,0
中国证券报,20191223,0,0
华夏时报,20191223,2,0
21世纪经济报道,20191223,3,0
新浪,20191223,0,2
21世纪经济报道,20191223,0,0
和讯网,20191223,1,2
和讯网,20191223,2,2
和讯网,20191223,0,2
澎湃,20191223,0,0
澎湃,20191223,3,0
中国网,20191223,1,0
21世纪经济报道,20191223,0,0
金融界,20191223,1,2
和讯网,20191223,0,2
和讯网,20191223,1,2
蓝鲸,20191223,2,0
证券日报,20191223,0,0
新京报,20191223,0,0
财联社,20191223,2,0
财联社,20191223,0,0
澎湃,20191223,0,0
新京报,20191223,0,0
中国网,20191223,0,2
财联社,20191223,0,0
每日经济新闻,20191223,0,0
经济观察报,20191223,0,0
新京报,20191223,0,0
中国基金报,20191223,11,0
新浪,20191223,0,0
中国证券报,20191223,4,2
蓝鲸,20191223,3,0
中国证券报,20191223,0,0
新京报,20191223,0,0
中国证券报,20191223,0,0
新浪,20191223,0,0
澎湃,20191223,1,0
澎湃,20191223,0,0
中国基金报,20191223,0,2
中国基金报,20191223,1,0
新浪,20191223,1,-2
国际金融报,20191223,5,2
经济观察报,20191223,0,0
新浪,20191223,1,2
财联社,20191223,0,0
上海证券报,20191223,0,0
财联社,20191223,0,0
澎湃,20191223,6,-1
财联社,20191223,0,0
华夏时报,20191223,1,2
澎湃,20191223,0,0
21世纪经济报道,20191223,0,0
界面,20191223,1,0
澎湃,20191223,0,0
第一财经,20191223,3,0
中国证券报,20191223,0,0
澎湃,20191223,0,0
澎湃,20191223,0,0
证券日报,20191224,13,0
中国经济网,20191224,0,-2
中国基金报,20191224,1,0
中国基金报,20191224,0,2
中国基金报,20191224,1,2
中国基金报,20191224,0,0
新浪,20191224,0,0
新浪,20191224,0,2
新京报,20191224,0,0
证券时报,20191224,9,2
证券时报,20191224,9,0
证券时报,20191224,9,0
中国证券报,20191223,3,2
中国证券报,20191223,2,0
财联社,20191224,0,0
财联社,20191224,2,0
第一财经,20191223,0,0
新京报,20191224,0,0
第一财经,20191223,0,0
第一财经,20191223,2,0
第一财经,20191223,5,0
证券时报,20191224,0,0
新浪,20191224,1,2
第一财经,20191224,0,0
界面,20191224,0,0
第一财经,20191223,1,0
投资快报,20191224,0,0
第一财经,20191223,2,0
界面,20191224,0,0
第一财经,20191224,0,0
投资快报,20191224,0,0
投资快报,20191224,0,0
21世纪经济报道,20191223,0,0
21世纪经济报道,20191223,0,0
21世纪经济报道,20191224,0,0
澎湃,20191224,0,0
上海证券报,20191224,0,0
上海证券报,20191224,0,0
中国网,20191224,0,2
上海证券报,20191224,10,0
上海证券报,20191224,0,0
上海证券报,20191224,3,0
上海证券报,20191224,15,0
中国网,20191224,0,2
上海证券报,20191224,6,-2
上海证券报,20191224,0,0
中国证券报,20191223,2,0
第一财经,20191223,6,0
中国证券报,20191224,0,0
中国证券报,20191224,1,2
第一财经,20191224,0,0
21世纪经济报道,20191224,0,0
第一财经,20191223,1,0
第一财经,20191223,0,0
中国证券报,20191224,0,0
新浪,20191223,2,0
新京报,20191224,4,0
中国基金报,20191224,0,0
中国基金报,20191224,2,2
财联社,20191224,0,0
中国经济网,20191224,1,2
中国证券报,20191224,1,0
新浪,20191224,0,2
中国证券报,20191224,0,0
中国经济网,20191224,0,2
新闻晨报,20191224,0,0
新浪,20191223,1,0
新浪,20191224,2,2
上海证券报,20191224,0,0
上海证券报,20191224,0,0
上海证券报,20191224,1,0
和讯网,20191224,0,2
和讯网,20191224,0,2
中国基金报,20191224,0,0
中国基金报,20191224,0,0
中国基金报,20191224,0,0
和讯网,20191224,0,2
和讯网,20191224,2,2
中国证券报,20191224,0,0
中国证券报,20191224,0,2
中国经济网,20191224,0,2
财联社,20191224,0,0
投资者报,20191224,2,2
财联社,20191224,0,0
21世纪经济报道,20191224,0,0
新京报,20191224,0,0
和讯网,20191224,1,2
全景网,20191224,0,2
华夏时报,20191224,2,0
证券市场红周刊,20191222,0,0
新浪,20191224,0,2
蓝鲸,20191224,1,0
新京报,20191224,0,0
中国证券报,20191224,0,0
中国证券报,20191224,2,2
中国证券报,20191224,0,0
中国经济网,20191224,1,2
第一财经,20191224,0,0
财联社,20191224,0,0
中国经济网,20191224,0,2
财联社,20191224,0,0
财联社,20191224,0,0
21世纪经济报道,20191224,0,0
上海证券报,20191224,0,0
上海证券报,20191224,0,2
金融界,20191224,1,2
21世纪经济报道,20191224,0,0
新浪,20191224,0,2
每日经济新闻,20191224,1,0
全景网,20191224,1,2
证券日报,20191224,0,0
经济观察报,20191224,0,0
证券日报,20191224,0,0
证券日报,20191224,2,0
中国证券报,20191224,0,0
中国证券报,20191224,3,0
中国证券报,20191224,7,2
中国证券报,20191224,2,0
中国证券报,20191224,2,2
21世纪经济报道,20191224,0,0
21世纪经济报道,20191224,0,0
中国证券报,20191224,3,0
财联社,20191224,0,0
中国证券报,20191224,2,0
中国证券报,20191224,0,0
财联社,20191224,0,0
北京商报,20191224,7,0
第一财经,20191224,2,0
证券日报,20191224,0,0
第一财经,20191224,2,0
中国证券报,20191224,5,2
澎湃,20191224,0,0
澎湃,20191224,0,0
澎湃,20191224,0,0
每日经济新闻,20191224,7,0
新浪,20191224,0,0
中国证券报,20191224,1,0
中国证券报,20191224,3,2
第一财经,20191224,0,0
财联社,20191224,0,0
证券日报,20191224,0,0
新浪,20191224,2,2
第一财经,20191224,0,0
第一财经,20191224,0,0
中国基金报,20191224,0,0
中国证券报,20191224,0,0
21世纪经济报道,20191224,1,0
投资者报,20191225,8,0
第一财经,20191224,0,0
国际金融报,20191224,4,0
第一财经,20191224,0,0
北京商报,20191224,0,0
新浪,20191224,1,0
新浪,20191224,2,-2
北京商报,20191224,0,0
北京商报,20191224,8,0
21世纪经济报道,20191225,2,2
21世纪经济报道,20191225,0,0
每日经济新闻,20191224,0,0
中国证券报,20191225,15,0
中国证券报,20191225,0,0
中国证券报,20191225,10,0
中国证券报,20191225,19,0
中国证券报,20191225,4,2
投资快报,20191225,0,0
中国证券报,20191225,3,2
中国证券报,20191225,0,0
财联社,20191225,0,0
中国证券报,20191225,0,0
中国证券报,20191225,2,2
中国证券报,20191225,0,0
上海证券报,20191225,9,0
澎湃,20191225,2,0
上海证券报,20191225,0,0
上海证券报,20191225,0,0
上海证券报,20191225,0,0
上海证券报,20191225,0,0
证券时报,20191225,0,0
上海证券报,20191225,0,0
投资快报,20191225,0,0
投资快报,20191225,0,0
财联社,20191225,1,0
投资快报,20191225,2,0
财联社,20191225,0,0
澎湃,20191225,0,0
新浪,20191224,0,2
金融投资报,20191225,0,0
新浪,20191225,0,2
21世纪经济报道,20191225,0,0
金融投资报,20191225,0,0
新京报,20191225,0,0
金融投资报,20191225,0,0
金融投资报,20191225,1,0
中国经济网,20191225,1,2
中国证券报,20191225,2,2
界面,20191225,0,0
金融投资报,20191225,0,0
中国证券报,20191225,1,2
中国证券报,20191225,5,2
中国证券报,20191225,2,2
和讯网,20191225,0,2
和讯网,20191225,0,2
第一财经,20191225,8,0
中国证券报,20191225,0,0
第一财经,20191225,1,0
每日经济新闻,20191224,0,2
中国证券报,20191225,0,0
中国证券报,20191225,0,0
每日经济新闻,20191224,8,0
每日经济新闻,20191224,0,0
投资快报,20191225,0,0
中国证券报,20191225,0,0
中国证券报,20191225,4,0
新浪,20191225,0,2
中国证券报,20191225,3,2
财联社,20191225,0,0
中国证券报,20191225,0,0
电鳗快报,20191225,0,0
界面,20191225,0,0
财联社,20191225,0,0
金融界,20191225,1,2
财联社,20191225,0,0
澎湃,20191225,0,0
21世纪经济报道,20191225,0,0
新浪,20191225,0,2
中国基金报,20191225,0,0
华夏时报,20191225,0,0
和讯网,20191225,0,0
全景网,20191225,0,2
财联社,20191225,2,0
第一财经,20191225,0,0
上海证券报,20191225,0,0
新浪,20191225,1,2
和讯网,20191225,1,2
新浪,20191225,0,2
新浪,20191225,0,2
新浪,20191225,1,2
新京报,20191225,0,0
和讯网,20191225,2,2
新浪,20191225,1,2
中国证券报,20191225,0,0
电鳗快报,20191225,0,0
和讯网,20191225,1,2
和讯网,20191225,0,2
第一财经,20191225,5,0
21世纪经济报道,20191225,0,0
21世纪经济报道,20191225,0,0
新京报,20191225,0,0
金融投资报,20191225,6,0
财经网,20191225,0,0
界面,20191225,0,0
第一财经,20191225,0,0
第一财经,20191225,0,0
上海证券报,20191225,2,2
证券市场红周刊,20191225,0,0
证券时报,20191225,0,0
澎湃,20191225,0,0
全景网,20191225,0,0
证券日报,20191225,1,0
证券日报,20191225,1,2
证券日报,20191225,1,2
财联社,20191225,6,0
中国证券报,20191225,5,0
中国证券报,20191225,3,0
中国证券报,20191225,2,2
中国证券报,20191225,0,0
每日经济新闻,20191225,4,0
21世纪经济报道,20191225,0,0
每日经济新闻,20191225,8,0
北京商报,20191225,0,0
新浪,20191225,0,0
北京商报,20191225,0,0
北京商报,20191225,0,0
第一财经,20191225,0,0
中国证券报,20191225,7,2
第一财经,20191225,0,0
财联社,20191225,0,0
华夏时报,20191225,0,0
经济观察报,20191225,6,0
经济观察报,20191225,3,0
财联社,20191225,0,0
北京商报,20191226,9,0
中华工商时报,20191226,0,0
新浪,20191226,1,2
中国基金报,20191226,12,0
中国基金报,20191226,0,0
中国基金报,20191226,0,0
金融投资报,20191226,0,0
金融投资报,20191226,6,0
新闻晨报,20191226,0,0
中国基金报,20191226,1,2
新闻晨报,20191226,0,0
新闻晨报,20191226,0,0
新闻晨报,20191226,0,0
新闻晨报,20191226,0,0
中国网,20191226,4,2
新京报,20191226,0,0
上海证券报,20191226,9,0
上海证券报,20191226,0,0
上海证券报,20191226,0,0
新浪,20191226,1,2
上海证券报,20191226,0,0
上海证券报,20191226,11,0
证券时报,20191226,17,0
证券时报,20191226,0,0
证券时报,20191226,14,0
证券时报,20191226,10,0
投资快报,20191226,0,0
新浪,20191226,1,2
上海证券报,20191226,0,0
投资快报,20191226,0,0
投资快报,20191226,0,0
电鳗快报,20191226,0,2
投资快报,20191226,0,0
21世纪经济报道,20191226,0,0
投资快报,20191226,1,0
中国经济网,20191226,1,2
澎湃,20191226,0,0
经济参考报,20191226,0,0
财联社,20191226,0,0
中国证券报,20191226,10,0
上海证券报,20191226,4,2
中国证券报,20191226,9,0
财联社,20191226,0,0
上海证券报,20191226,10,0
中国证券报,20191226,8,0
财联社,20191226,3,0
21世纪经济报道,20191225,0,0
财联社,20191226,0,0
澎湃,20191226,0,0
界面,20191226,0,0
21世纪经济报道,20191226,0,0
中国证券报,20191226,3,0
国际金融报,20191226,3,0
中国证券报,20191226,10,0
每日经济新闻,20191226,0,0
中国网,20191226,1,2
上海证券报,20191226,0,0
第一财经,20191226,1,0
中国证券报,20191226,0,0
界面,20191226,0,0
中国经营报,20191226,0,0
界面,20191226,0,0
中国证券报,20191226,0,0
金融投资报,20191226,0,0
新浪,20191226,0,2
新浪,20191226,0,0
界面,20191226,0,0
中国证券报,20191226,1,2
中国证券报,20191226,5,0
新浪,20191226,0,2
新浪,20191226,0,2
上海证券报,20191226,1,2
上海证券报,20191226,1,2
和讯网,20191226,4,2
中国基金报,20191226,1,2
中国基金报,20191226,0,0
新京报,20191226,0,0
澎湃,20191226,0,0
澎湃,20191226,0,0
中国基金报,20191226,0,0
新浪,20191226,3,0
界面,20191226,1,0
和讯网,20191226,0,2
中国证券报,20191226,5,2
国际金融报,20191226,1,0
上海证券报,20191226,0,0
华夏时报,20191226,1,0
华夏时报,20191226,1,0
华夏时报,20191226,4,-2
每日经济新闻,20191226,10,0
上海证券报,20191226,0,0
中国证券报,20191226,1,2
21世纪经济报道,20191226,0,0
北京商报,20191225,0,0
界面,20191226,0,0
上海证券报,20191226,0,0
澎湃,20191226,0,0
澎湃,20191226,0,0
证券时报,20191226,0,0
财联社,20191226,0,0
经济观察报,20191226,0,0
金融投资报,20191226,16,0
中国经济网,20191226,1,2
国际金融报,20191226,2,0
新京报,20191227,0,0
21世纪经济报道,20191226,0,0
第一财经,20191226,0,0
上海证券报,20191227,0,0
网易,20191226,0,0
新京报,20191227,0,0
新京报,20191227,0,0
中国基金报,20191227,0,0
金融投资报,20191227,0,0
金融投资报,20191227,0,0
金融投资报,20191227,0,2
金融投资报,20191227,0,0
金融投资报,20191227,4,0
金融投资报,20191227,0,0
金融投资报,20191227,16,0
每日经济新闻,20191227,7,0
每日经济新闻,20191227,0,0
每日经济新闻,20191227,7,0
和讯网,20191227,0,2
和讯网,20191227,3,0
每日经济新闻,20191227,12,0
腾讯,20191226,0,0
中国证券报,20191227,18,0
中国证券报,20191227,0,0
第一财经,20191227,5,0
21世纪经济报道,20191226,0,0
中国证券报,20191226,0,0
中国证券报,20191226,0,0
中国证券报,20191227,0,0
证券日报,20191227,9,2
华夏时报,20191227,6,0
证券日报,20191227,2,2
投资快报,20191227,0,0
财联社,20191227,0,0
国际金融报,20191226,0,2
金融投资报,20191227,0,0
财联社,20191227,0,0
投资快报,20191227,0,0
投资快报,20191227,1,2
中国基金报,20191227,1,2
新京报,20191227,2,0
中国证券报,20191227,2,0
第一财经,20191226,0,0
第一财经,20191226,0,0
第一财经,20191226,0,0
财联社,20191227,0,0
21世纪经济报道,20191227,5,0
21世纪经济报道,20191226,0,0
中国证券报,20191226,0,0
21世纪经济报道,20191226,0,0
21世纪经济报道,20191226,0,0
21世纪经济报道,20191226,0,0
21世纪经济报道,20191226,0,0
中国经济网,20191227,2,0
中国证券报,20191227,9,0
中国经济网,20191227,3,-1
中国证券报,20191226,0,0
第一财经,20191226,4,0
中国证券报,20191226,0,0
中国证券报,20191226,0,0
中国证券报,20191226,1,2
新浪,20191227,2,2
21世纪经济报道,20191226,0,0
第一财经,20191227,0,0
中国证券报,20191226,1,2
中国证券报,20191226,2,2
新浪,20191227,1,0
中国证券报,20191226,0,0
中国证券报,20191227,7,0
中国证券报,20191227,0,0
和讯网,20191227,0,0
和讯网,20191227,0,0
和讯网,20191227,1,2
中国证券报,20191227,0,0
新浪,20191227,0,2
上海证券报,20191227,10,0
澎湃,20191227,0,0
上海证券报,20191227,10,0
中国网,20191227,0,2
中国网,20191227,7,0
上海证券报,20191227,0,0
上海证券报,20191227,12,0
上海证券报,20191227,0,0
上海证券报,20191227,13,0
中国证券报,20191226,0,2
电鳗快报,20191227,2,0
和讯网,20191227,0,0
中国证券报,20191227,0,0
新浪,20191227,0,2
和讯网,20191227,1,2
界面,20191227,0,0
中国证券报,20191227,0,0
经济观察报,20191227,1,0
界面,20191227,0,0
腾讯,20191227,1,2
中国基金报,20191227,0,0
第一财经,20191226,0,0
第一财经,20191226,4,0
新浪,20191227,1,2
新浪,20191227,0,2
第一财经,20191227,3,0
新闻晨报,20191227,0,0
中国基金报,20191227,0,0
第一财经,20191227,0,0
第一财经,20191227,0,0
证券时报,20191227,0,0
新浪,20191227,0,2
证券时报,20191227,1,0
金融投资报,20191227,0,0
中国经济网,20191227,1,2
新浪,20191227,1,2
上海证券报,20191227,0,0
新浪,20191227,1,0
财经网,20191227,0,0
华夏时报,20191227,0,0
和讯网,20191227,0,2
证券日报,20191227,4,0
新浪,20191227,0,0
每日经济新闻,20191227,1,0
每日经济新闻,20191227,8,0
澎湃,20191227,0,0
蓝鲸,20191227,5,0
澎湃,20191227,0,0
新浪,20191228,2,2
中国证券报,20191227,1,0
21世纪经济报道,20191227,2,0
21世纪经济报道,20191227,0,0
中国证券报,20191227,0,0
国际金融报,20191228,10,0
中国证券报,20191227,2,0
中国证券报,20191227,2,0
财联社,20191228,0,0
新浪,20191228,1,0
中国证券报,20191227,0,0
财联社,20191227,0,0
证券时报,20191227,0,0
中国证券报,20191228,8,0
新浪,20191228,0,2
蓝鲸,20191228,5,0
新京报,20191228,0,0
新闻晨报,20191228,0,2
新闻晨报,20191228,0,0
新闻晨报,20191228,0,0
新闻晨报,20191228,0,0
金融投资报,20191228,0,0
金融投资报,20191228,1,0
金融投资报,20191228,0,0
金融投资报,20191228,0,0
金融投资报,20191228,0,2
金融投资报,20191228,7,0
金融投资报,20191228,0,0
新浪,20191228,0,2
新浪,20191228,1,2
新浪,20191228,1,2
新浪,20191228,1,2
新浪,20191228,2,2
每日经济新闻,20191228,0,0
北京商报,20191227,0,0
新京报,20191229,0,0
每日经济新闻,20191227,8,2
每日经济新闻,20191227,5,0
每日经济新闻,20191227,7,0
每日经济新闻,20191227,4,0
每日经济新闻,20191227,7,0
每日经济新闻,20191227,7,2
每日经济新闻,20191227,6,0
每日经济新闻,20191229,13,0
证券时报,20191229,8,2
中国经营报,20191228,0,0
中国经营报,20191228,0,0
中国基金报,20191229,2,0
金融投资报,20191228,0,0
财联社,20191229,0,0
经济观察报,20191228,0,0
新华网,20191228,0,0
财联社,20191229,0,0
界面,20191229,0,0
上海证券报,20191228,0,0
华夏时报,20191228,1,0
投资快报,20191228,0,0
上海证券报,20191228,0,0
中国证券报,20191229,5,0
每日经济新闻,20191229,2,0
投资快报,20191228,0,0
财联社,20191228,1,0
中国证券报,20191229,5,0
国际金融报,20191228,12,0
投资快报,20191228,0,0
中国证券报,20191229,5,2
财联社,20191229,0,0
投资快报,20191228,0,0
中国证券报,20191229,5,0
界面,20191228,0,0
中国证券报,20191229,0,0
投资快报,20191228,0,0
界面,20191228,0,0
中国证券报,20191229,0,0
中国证券报,20191229,4,2
投资快报,20191228,0,0
中国证券报,20191228,1,2
中国证券报,20191229,2,2
上海证券报,20191228,0,0
第一财经,20191229,0,0
中国证券报,20191228,5,2
腾讯,20191228,1,0
中国证券报,20191228,0,0
中国证券报,20191228,6,2
上海证券报,20191228,5,0
21世纪经济报道,20191228,0,0
21世纪经济报道,20191229,0,0
财联社,20191229,0,0
财新网,20191229,0,0
第一财经,20191229,0,0
北京商报,20191230,4,0
证券日报,20191230,0,0
新京报,20191230,0,0
北京商报,20191226,0,0
中国基金报,20191230,8,0
中国基金报,20191230,6,0
中国基金报,20191230,3,0
中国基金报,20191230,9,2
中国基金报,20191230,2,2
中国基金报,20191230,0,0
中国基金报,20191230,0,0
中国基金报,20191230,6,0
中国基金报,20191230,6,0
中国基金报,20191230,8,0
中国基金报,20191230,6,0
中国基金报,20191230,0,0
中国基金报,20191230,0,0
中国基金报,20191230,0,0
中国基金报,20191230,4,0
中国基金报,20191230,0,0
中国基金报,20191230,1,0
中国基金报,20191230,0,0
中国证券报,20191230,0,0
投资者报,20191230,4,2
澎湃,20191230,0,0
投资快报,20191230,0,0
中国基金报,20191230,0,0
投资快报,20191230,2,0
投资快报,20191230,5,0
中国证券报,20191230,3,2
投资快报,20191230,2,0
中国证券报,20191230,7,0
上海证券报,20191230,0,0
中国证券报,20191230,8,0
中国证券报,20191230,0,0
中国证券报,20191230,2,2
中国基金报,20191230,6,0
中国证券报,20191230,4,0
中国基金报,20191230,3,0
中国基金报,20191230,0,0
中国证券报,20191230,2,2
上海证券报,20191230,0,0
中国证券报,20191230,0,0
中国证券报,20191230,3,0
中国证券报,20191230,3,0
中国证券报,20191230,13,0
上海证券报,20191230,0,0
上海证券报,20191230,0,0
上海证券报,20191230,7,0
上海证券报,20191230,0,0
新浪,20191230,0,2
新浪,20191230,0,1
上海证券报,20191230,4,0
中国基金报,20191230,8,0
上海证券报,20191230,6,0
上海证券报,20191230,1,2
上海证券报,20191230,11,0
上海证券报,20191230,0,0
上海证券报,20191230,11,0
上海证券报,20191230,5,2
上海证券报,20191230,5,0
上海证券报,20191230,1,2
上海证券报,20191230,10,0
上海证券报,20191230,8,0
上海证券报,20191230,0,0
上海证券报,20191230,0,0
上海证券报,20191230,0,0
新浪,20191230,0,2
新浪,20191230,0,2
新浪,20191230,1,0
上海证券报,20191230,11,0
上海证券报,20191230,20,0
和讯网,20191230,0,2
财联社,20191230,0,0
投资快报,20191230,0,0
中国证券报,20191230,7,0
中国证券报,20191230,5,2
第一财经,20191230,4,0
中国基金报,20191230,0,0
第一财经,20191230,0,0
北京商报,20191230,0,0
上海证券报,20191230,4,2
